Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
0.018	gNB PHY Rxed	1	7	0	1	0	0	RACH_PREAMBLE
0.0509286	gNB PHY Rxed	5	0	0	1	0	0	SRS
0.130929	gNB PHY Rxed	13	0	0	1	0	0	SRS
0.210929	gNB PHY Rxed	21	0	0	1	0	0	SRS
0.290929	gNB PHY Rxed	29	0	0	1	0	0	SRS
0.370929	gNB PHY Rxed	37	0	0	1	0	0	SRS
0.406	gNB PHY Rxed	40	5	0	1	1	0	DL_HARQ
0.407	gNB PHY Rxed	40	6	0	1	1	0	DL_CQI
0.407	gNB PHY Rxed	40	6	0	1	1	0	DL_HARQ
0.408	gNB PHY Rxed	40	7	0	1	1	0	DL_CQI
0.408	gNB PHY Rxed	40	7	0	1	1	0	DL_HARQ
0.409	gNB PHY Rxed	40	8	0	1	1	0	DL_CQI
0.409	gNB PHY Rxed	40	8	0	1	1	0	DL_HARQ
0.41	gNB PHY Rxed	40	9	0	1	1	0	DL_CQI
0.41	gNB PHY Rxed	40	9	0	1	1	0	DL_HARQ
0.411	gNB PHY Rxed	41	0	0	1	1	0	DL_CQI
0.411	gNB PHY Rxed	41	0	0	1	1	0	DL_HARQ
0.412	gNB PHY Rxed	41	1	0	1	1	0	DL_CQI
0.412	gNB PHY Rxed	41	1	0	1	1	0	DL_HARQ
0.413	gNB PHY Rxed	41	2	0	1	1	0	DL_CQI
0.413	gNB PHY Rxed	41	2	0	1	1	0	DL_HARQ
0.414	gNB PHY Rxed	41	3	0	1	1	0	DL_CQI
0.414	gNB PHY Rxed	41	3	0	1	1	0	DL_HARQ
0.415	gNB PHY Rxed	41	4	0	1	1	0	DL_CQI
0.415	gNB PHY Rxed	41	4	0	1	1	0	DL_HARQ
0.416	gNB PHY Rxed	41	5	0	1	1	0	DL_CQI
0.416	gNB PHY Rxed	41	5	0	1	1	0	DL_HARQ
0.417	gNB PHY Rxed	41	6	0	1	1	0	DL_CQI
0.417	gNB PHY Rxed	41	6	0	1	1	0	DL_HARQ
0.418	gNB PHY Rxed	41	7	0	1	1	0	DL_CQI
0.418	gNB PHY Rxed	41	7	0	1	1	0	DL_HARQ
0.419	gNB PHY Rxed	41	8	0	1	1	0	DL_CQI
0.419	gNB PHY Rxed	41	8	0	1	1	0	DL_HARQ
0.42	gNB PHY Rxed	41	9	0	1	1	0	DL_CQI
0.42	gNB PHY Rxed	41	9	0	1	1	0	DL_HARQ
0.421	gNB PHY Rxed	42	0	0	1	1	0	DL_CQI
0.421	gNB PHY Rxed	42	0	0	1	1	0	DL_HARQ
0.422	gNB PHY Rxed	42	1	0	1	1	0	DL_CQI
0.422	gNB PHY Rxed	42	1	0	1	1	0	DL_HARQ
0.423	gNB PHY Rxed	42	2	0	1	1	0	DL_CQI
0.423	gNB PHY Rxed	42	2	0	1	1	0	DL_HARQ
0.424	gNB PHY Rxed	42	3	0	1	1	0	DL_CQI
0.424	gNB PHY Rxed	42	3	0	1	1	0	DL_HARQ
0.425	gNB PHY Rxed	42	4	0	1	1	0	DL_CQI
0.425	gNB PHY Rxed	42	4	0	1	1	0	DL_HARQ
0.426	gNB PHY Rxed	42	5	0	1	1	0	DL_CQI
0.426	gNB PHY Rxed	42	5	0	1	1	0	DL_HARQ
0.427	gNB PHY Rxed	42	6	0	1	1	0	DL_CQI
0.427	gNB PHY Rxed	42	6	0	1	1	0	DL_HARQ
0.428	gNB PHY Rxed	42	7	0	1	1	0	DL_CQI
0.428	gNB PHY Rxed	42	7	0	1	1	0	DL_HARQ
0.429	gNB PHY Rxed	42	8	0	1	1	0	DL_CQI
0.429	gNB PHY Rxed	42	8	0	1	1	0	DL_HARQ
0.43	gNB PHY Rxed	42	9	0	1	1	0	DL_CQI
0.43	gNB PHY Rxed	42	9	0	1	1	0	DL_HARQ
0.431	gNB PHY Rxed	43	0	0	1	1	0	DL_CQI
0.431	gNB PHY Rxed	43	0	0	1	1	0	DL_HARQ
0.432	gNB PHY Rxed	43	1	0	1	1	0	DL_CQI
0.432	gNB PHY Rxed	43	1	0	1	1	0	DL_HARQ
0.433	gNB PHY Rxed	43	2	0	1	1	0	DL_CQI
0.433	gNB PHY Rxed	43	2	0	1	1	0	DL_HARQ
0.434	gNB PHY Rxed	43	3	0	1	1	0	DL_CQI
0.434	gNB PHY Rxed	43	3	0	1	1	0	DL_HARQ
0.435	gNB PHY Rxed	43	4	0	1	1	0	DL_CQI
0.435	gNB PHY Rxed	43	4	0	1	1	0	DL_HARQ
0.436	gNB PHY Rxed	43	5	0	1	1	0	DL_CQI
0.436	gNB PHY Rxed	43	5	0	1	1	0	DL_HARQ
0.437	gNB PHY Rxed	43	6	0	1	1	0	DL_CQI
0.437	gNB PHY Rxed	43	6	0	1	1	0	DL_HARQ
0.438	gNB PHY Rxed	43	7	0	1	1	0	DL_CQI
0.438	gNB PHY Rxed	43	7	0	1	1	0	DL_HARQ
0.439	gNB PHY Rxed	43	8	0	1	1	0	DL_CQI
0.439	gNB PHY Rxed	43	8	0	1	1	0	DL_HARQ
0.44	gNB PHY Rxed	43	9	0	1	1	0	DL_CQI
0.44	gNB PHY Rxed	43	9	0	1	1	0	DL_HARQ
0.441	gNB PHY Rxed	44	0	0	1	1	0	DL_CQI
0.441	gNB PHY Rxed	44	0	0	1	1	0	DL_HARQ
0.442	gNB PHY Rxed	44	1	0	1	1	0	DL_CQI
0.442	gNB PHY Rxed	44	1	0	1	1	0	DL_HARQ
0.443	gNB PHY Rxed	44	2	0	1	1	0	DL_CQI
0.443	gNB PHY Rxed	44	2	0	1	1	0	DL_HARQ
0.444	gNB PHY Rxed	44	3	0	1	1	0	DL_CQI
0.444	gNB PHY Rxed	44	3	0	1	1	0	DL_HARQ
0.445	gNB PHY Rxed	44	4	0	1	1	0	DL_CQI
0.445	gNB PHY Rxed	44	4	0	1	1	0	DL_HARQ
0.446	gNB PHY Rxed	44	5	0	1	1	0	DL_CQI
0.446	gNB PHY Rxed	44	5	0	1	1	0	DL_HARQ
0.447	gNB PHY Rxed	44	6	0	1	1	0	DL_CQI
0.447	gNB PHY Rxed	44	6	0	1	1	0	DL_HARQ
0.448	gNB PHY Rxed	44	7	0	1	1	0	DL_CQI
0.448	gNB PHY Rxed	44	7	0	1	1	0	DL_HARQ
0.449	gNB PHY Rxed	44	8	0	1	1	0	DL_CQI
0.449	gNB PHY Rxed	44	8	0	1	1	0	DL_HARQ
0.45	gNB PHY Rxed	44	9	0	1	1	0	DL_CQI
0.45	gNB PHY Rxed	44	9	0	1	1	0	DL_HARQ
0.450929	gNB PHY Rxed	45	0	0	1	0	0	SRS
0.451	gNB PHY Rxed	45	0	0	1	1	0	DL_CQI
0.451	gNB PHY Rxed	45	0	0	1	1	0	DL_HARQ
0.452	gNB PHY Rxed	45	1	0	1	1	0	DL_CQI
0.452	gNB PHY Rxed	45	1	0	1	1	0	DL_HARQ
0.453	gNB PHY Rxed	45	2	0	1	1	0	DL_CQI
0.453	gNB PHY Rxed	45	2	0	1	1	0	DL_HARQ
0.454	gNB PHY Rxed	45	3	0	1	1	0	DL_CQI
0.454	gNB PHY Rxed	45	3	0	1	1	0	DL_HARQ
0.455	gNB PHY Rxed	45	4	0	1	1	0	DL_CQI
0.455	gNB PHY Rxed	45	4	0	1	1	0	DL_HARQ
0.456	gNB PHY Rxed	45	5	0	1	1	0	DL_CQI
0.456	gNB PHY Rxed	45	5	0	1	1	0	DL_HARQ
0.457	gNB PHY Rxed	45	6	0	1	1	0	DL_CQI
0.457	gNB PHY Rxed	45	6	0	1	1	0	DL_HARQ
0.458	gNB PHY Rxed	45	7	0	1	1	0	DL_CQI
0.458	gNB PHY Rxed	45	7	0	1	1	0	DL_HARQ
0.459	gNB PHY Rxed	45	8	0	1	1	0	DL_CQI
0.459	gNB PHY Rxed	45	8	0	1	1	0	DL_HARQ
0.46	gNB PHY Rxed	45	9	0	1	1	0	DL_CQI
0.46	gNB PHY Rxed	45	9	0	1	1	0	DL_HARQ
0.461	gNB PHY Rxed	46	0	0	1	1	0	DL_CQI
0.461	gNB PHY Rxed	46	0	0	1	1	0	DL_HARQ
0.462	gNB PHY Rxed	46	1	0	1	1	0	DL_CQI
0.462	gNB PHY Rxed	46	1	0	1	1	0	DL_HARQ
0.463	gNB PHY Rxed	46	2	0	1	1	0	DL_CQI
0.463	gNB PHY Rxed	46	2	0	1	1	0	DL_HARQ
0.464	gNB PHY Rxed	46	3	0	1	1	0	DL_CQI
0.464	gNB PHY Rxed	46	3	0	1	1	0	DL_HARQ
0.465	gNB PHY Rxed	46	4	0	1	1	0	DL_CQI
0.465	gNB PHY Rxed	46	4	0	1	1	0	DL_HARQ
0.466	gNB PHY Rxed	46	5	0	1	1	0	DL_CQI
0.466	gNB PHY Rxed	46	5	0	1	1	0	DL_HARQ
0.467	gNB PHY Rxed	46	6	0	1	1	0	DL_CQI
0.467	gNB PHY Rxed	46	6	0	1	1	0	DL_HARQ
0.468	gNB PHY Rxed	46	7	0	1	1	0	DL_CQI
0.468	gNB PHY Rxed	46	7	0	1	1	0	DL_HARQ
0.469	gNB PHY Rxed	46	8	0	1	1	0	DL_CQI
0.469	gNB PHY Rxed	46	8	0	1	1	0	DL_HARQ
0.47	gNB PHY Rxed	46	9	0	1	1	0	DL_CQI
0.47	gNB PHY Rxed	46	9	0	1	1	0	DL_HARQ
0.471	gNB PHY Rxed	47	0	0	1	1	0	DL_CQI
0.471	gNB PHY Rxed	47	0	0	1	1	0	DL_HARQ
0.472	gNB PHY Rxed	47	1	0	1	1	0	DL_CQI
0.472	gNB PHY Rxed	47	1	0	1	1	0	DL_HARQ
0.473	gNB PHY Rxed	47	2	0	1	1	0	DL_CQI
0.473	gNB PHY Rxed	47	2	0	1	1	0	DL_HARQ
0.474	gNB PHY Rxed	47	3	0	1	1	0	DL_CQI
0.474	gNB PHY Rxed	47	3	0	1	1	0	DL_HARQ
0.475	gNB PHY Rxed	47	4	0	1	1	0	DL_CQI
0.475	gNB PHY Rxed	47	4	0	1	1	0	DL_HARQ
0.476	gNB PHY Rxed	47	5	0	1	1	0	DL_CQI
0.476	gNB PHY Rxed	47	5	0	1	1	0	DL_HARQ
0.477	gNB PHY Rxed	47	6	0	1	1	0	DL_CQI
0.477	gNB PHY Rxed	47	6	0	1	1	0	DL_HARQ
0.478	gNB PHY Rxed	47	7	0	1	1	0	DL_CQI
0.478	gNB PHY Rxed	47	7	0	1	1	0	DL_HARQ
0.479	gNB PHY Rxed	47	8	0	1	1	0	DL_CQI
0.479	gNB PHY Rxed	47	8	0	1	1	0	DL_HARQ
